0,1354156,29,29
1,1849868,25,25
2,24072668,26,26
3,11651548,26,26
4,888976,29,29
5,695340,29,29
6,192474,28,28
7,691448,18,18
8,42054056,29,29
9,1940662,29,29
10,12200712,28,28
11,2487706,25,25
12,2692982,29,29
13,1121720,19,19
14,473616,23,23
15,42631516,20,20
16,2021500,28,29
17,1262372,21,21
18,1171338,28,28
19,818482,25,25
20,2365524,27,27
21,0,29,29
22,0,22,22
23,0,29,29
24,0,28,28
25,0,25,25
26,0,28,29
